,tree_id,tree_dbh,health,steward,postcode,borough,cncldist,nta_name,nta,latitude,longitude
33692,222337,19,Good,,10466,Bronx,12,Woodlawn-Wakefield,BX62,40.89521521,-73.85144042
33693,238431,17,Good,,11217,Brooklyn,33,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,40.68616153,-73.98713716
33696,210144,11,Good,,10457,Bronx,15,Mount Hope,BX41,40.84610289,-73.9039063
33698,198462,14,Fair,1or2,10016,Manhattan,2,Murray Hill-Kips Bay,MN20,40.74476569,-73.97998944
33708,189062,4,Good,,11358,Queens,19,Murray Hill,QN51,40.76501609,-73.79740108
33709,212115,11,Good,,10032,Manhattan,7,Washington Heights South,MN36,40.83551863,-73.94377479
33710,233243,34,Good,,10461,Bronx,13,Pelham Parkway,BX49,40.85724666,-73.85195986
33712,236478,24,Good,,11215,Brooklyn,38,Windsor Terrace,BK40,40.65940241,-73.98407113
33713,228373,35,Good,,11364,Queens,23,Oakland Gardens,QN42,40.74439485,-73.75449073
33714,228375,32,Good,,11364,Queens,23,Oakland Gardens,QN42,40.74464424,-73.75460586
33715,211176,28,Fair,,11105,Queens,22,Steinway,QN72,40.77692696,-73.91276391
33716,230160,4,Good,,10301,Staten Island,49,New Brighton-Silver Lake,SI35,40.63275998,-74.09682817
33717,187695,13,Good,,10306,Staten Island,50,New Dorp-Midland Beach,SI45,40.58175286,-74.10958094
33718,215356,12,Good,,10466,Bronx,12,Woodlawn-Wakefield,BX62,40.89484376,-73.84925024
33719,212729,15,Good,,11360,Queens,19,Bayside-Bayside Hills,QN46,40.77472744,-73.77960495
33721,210142,4,Poor,,10457,Bronx,15,Mount Hope,BX41,40.84632311,-73.90388767
33722,198474,2,Poor,1or2,11355,Queens,20,Flushing,QN22,40.7535575,-73.82948115
33723,221623,11,Good,,11222,Brooklyn,33,Greenpoint,BK76,40.72536613,-73.94874904
33724,212412,9,Good,,10032,Manhattan,7,Hamilton Heights,MN04,40.83158771,-73.94668342
33725,210417,4,Good,,11213,Brooklyn,36,Crown Heights North,BK61,40.67571089,-73.9296228
33727,201040,16,Good,,10306,Staten Island,50,New Dorp-Midland Beach,SI45,40.58204492,-74.10991711
33728,166230,10,Good,,11214,Brooklyn,47,Bensonhurst East,BK29,40.59615472,-73.98872211
33733,232813,31,Good,,11379,Queens,30,Middle Village,QN21,40.72662124,-73.88387691
33734,235117,17,Good,,11414,Queens,32,Lindenwood-Howard Beach,QN57,40.65542015,-73.83416976
33736,225508,18,Good,,10466,Bronx,12,Woodlawn-Wakefield,BX62,40.89297522,-73.84471729
33737,212403,11,Good,,10032,Manhattan,7,Hamilton Heights,MN04,40.8318141,-73.94647878
33738,206494,25,Good,,11370,Queens,22,Steinway,QN72,40.76682226,-73.89460315
33739,198461,6,Fair,1or2,10016,Manhattan,2,Murray Hill-Kips Bay,MN20,40.7447356,-73.97991771
33740,198463,11,Fair,1or2,10016,Manhattan,2,Murray Hill-Kips Bay,MN20,40.74479644,-73.98006276
33741,217724,6,Good,,11222,Brooklyn,33,Greenpoint,BK76,40.72181798,-73.94274911
33743,233168,40,Good,,10461,Bronx,13,Pelham Parkway,BX49,40.85732559,-73.85105829
33746,235131,2,Good,1or2,11412,Queens,27,Hollis,QN07,40.70710862,-73.75919858
33747,197500,6,Fair,,10016,Manhattan,2,Murray Hill-Kips Bay,MN20,40.74357906,-73.97983442
33748,228756,29,Fair,,11427,Queens,23,Bellerose,QN43,40.73138521,-73.73369255
33749,234872,12,Good,,11414,Queens,32,Lindenwood-Howard Beach,QN57,40.65508967,-73.83313455
33753,212369,37,Good,,11427,Queens,23,Oakland Gardens,QN42,40.73208848,-73.76027773
33754,214839,14,Good,,11373,Queens,25,Elmhurst,QN29,40.73301977,-73.87450997
33755,232423,29,Good,1or2,11377,Queens,26,Woodside,QN63,40.74893805,-73.90296334
33756,231385,12,Good,,10312,Staten Island,51,Arden Heights,SI48,40.55066048,-74.18342543
33758,239248,19,Good,,11215,Brooklyn,39,Windsor Terrace,BK40,40.65707829,-73.97713715
33759,212401,11,Good,,10032,Manhattan,7,Hamilton Heights,MN04,40.83189427,-73.94642022
33761,236365,24,Good,,11375,Queens,29,Forest Hills,QN17,40.72274663,-73.8450298
33762,246234,4,Good,1or2,10013,Manhattan,3,SoHo-TriBeCa-Civic Center-Little Italy,MN24,40.7246624,-74.00850905
33763,230022,13,Good,,10301,Staten Island,49,New Brighton-Silver Lake,SI35,40.63148845,-74.09438664
33764,219657,7,Good,,11358,Queens,19,Murray Hill,QN51,40.76827249,-73.79812293
33766,227746,18,Good,3or4,11234,Brooklyn,46,Flatlands,BK58,40.6257794,-73.9272367
33767,240650,7,Good,4orMore,10022,Manhattan,4,Turtle Bay-East Midtown,MN19,40.75583402,-73.96191185
33768,235066,28,Fair,,11218,Brooklyn,40,Flatbush,BK42,40.63586418,-73.96767357
33769,228564,22,Good,,10466,Bronx,12,Woodlawn-Wakefield,BX62,40.89202422,-73.84732641
33770,219258,19,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.67136957,-73.97347338
33771,219272,25,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.67065299,-73.97199137
33773,235702,9,Good,,10461,Bronx,13,Schuylerville-Throgs Neck-Edgewater Park,BX52,40.84077567,-73.83274359
33774,245144,3,Fair,1or2,10457,Bronx,15,East Tremont,BX17,40.85012205,-73.89307278
33775,236570,2,Good,1or2,11375,Queens,29,Forest Hills,QN17,40.72339125,-73.8421623
33776,235501,20,Good,,11235,Brooklyn,48,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,40.57888505,-73.94939228
33777,197413,8,Good,1or2,10461,Bronx,13,Schuylerville-Throgs Neck-Edgewater Park,BX52,40.83866594,-73.83097221
33778,197414,8,Fair,,10461,Bronx,13,Schuylerville-Throgs Neck-Edgewater Park,BX52,40.83872642,-73.83100837
33779,209967,18,Good,1or2,10025,Manhattan,7,Morningside Heights,MN09,40.8068621,-73.96473823
33784,238661,7,Good,1or2,11218,Brooklyn,39,Windsor Terrace,BK40,40.65720955,-73.97630083
33785,233245,37,Good,,10461,Bronx,13,Pelham Parkway,BX49,40.85726318,-73.85176296
33786,197281,27,Good,,10314,Staten Island,50,New Springville-Bloomfield-Travis,SI05,40.5910367,-74.19152045
33787,235067,18,Good,,11218,Brooklyn,40,Flatbush,BK42,40.63608766,-73.96773867
33788,211354,15,Good,,11238,Brooklyn,35,Clinton Hill,BK69,40.68387844,-73.96592258
33789,235303,5,Good,1or2,10025,Manhattan,6,Upper West Side,MN12,40.79979254,-73.97180655
33790,239180,2,Good,,10030,Manhattan,9,Central Harlem North-Polo Grounds,MN03,40.81559403,-73.94635962
33794,214498,9,Poor,1or2,11375,Queens,29,Forest Hills,QN17,40.71357232,-73.84633424
33795,219644,9,Good,,11373,Queens,25,Elmhurst,QN29,40.73454139,-73.86539179
33797,236485,19,Good,,11215,Brooklyn,38,Windsor Terrace,BK40,40.65897657,-73.98336182
33798,236492,16,Good,,11215,Brooklyn,38,Windsor Terrace,BK40,40.6586768,-73.98286254
33799,225962,28,Fair,,11004,Queens,23,Glen Oaks-Floral Park-New Hyde Park,QN44,40.74723747,-73.70499508
33800,236694,14,Good,,11361,Queens,19,Bayside-Bayside Hills,QN46,40.76848357,-73.78371513
33802,211456,24,Good,,11105,Queens,22,Steinway,QN72,40.77705654,-73.91516972
33803,228404,5,Good,3or4,10065,Manhattan,5,Lenox Hill-Roosevelt Island,MN31,40.7659067,-73.95932995
33807,246240,5,Good,1or2,10013,Manhattan,3,SoHo-TriBeCa-Civic Center-Little Italy,MN24,40.72561447,-74.00834048
33818,197282,27,Good,,10314,Staten Island,50,New Springville-Bloomfield-Travis,SI05,40.59099194,-74.19147396
33819,234868,11,Good,,11414,Queens,32,Lindenwood-Howard Beach,QN57,40.65536208,-73.83320209
33820,230020,8,Good,,10301,Staten Island,49,New Brighton-Silver Lake,SI35,40.63144462,-74.09415741
33821,211654,14,Good,1or2,11377,Queens,26,Woodside,QN63,40.74352982,-73.90793568
33822,227747,13,Good,,11234,Brooklyn,46,Flatlands,BK58,40.62579803,-73.92694846
33823,227748,16,Good,,11234,Brooklyn,46,Flatlands,BK58,40.6258042,-73.92685298
33824,229870,17,Fair,,10301,Staten Island,49,Grymes Hill-Clifton-Fox Hills,SI08,40.61756381,-74.10057049
33825,235068,21,Good,,11218,Brooklyn,40,Flatbush,BK42,40.63626558,-73.9677905
33826,219642,11,Good,,11373,Queens,25,Elmhurst,QN29,40.73464479,-73.86504588
33827,236454,9,Good,3or4,10023,Manhattan,6,Lincoln Square,MN14,40.77211862,-73.98013784
33829,236486,16,Good,,11215,Brooklyn,38,Windsor Terrace,BK40,40.65893238,-73.98328823
33830,225958,7,Good,1or2,11004,Queens,23,Glen Oaks-Floral Park-New Hyde Park,QN44,40.74671044,-73.70479967
33844,212668,20,Good,,10031,Manhattan,7,Hamilton Heights,MN04,40.82912366,-73.94843782
33846,231988,16,Good,,10026,Manhattan,9,Central Harlem South,MN11,40.80491062,-73.95630759
33847,219770,18,Good,,11372,Queens,21,Jackson Heights,QN28,40.75091842,-73.87243429
33848,228369,30,Good,,11364,Queens,23,Oakland Gardens,QN42,40.74391989,-73.75427147
33849,228376,29,Good,,11364,Queens,23,Oakland Gardens,QN42,40.74476855,-73.75466325
33850,228380,36,Good,,11364,Queens,23,Oakland Gardens,QN42,40.74526475,-73.75489233
33851,227758,4,Good,1or2,10014,Manhattan,3,SoHo-TriBeCa-Civic Center-Little Italy,MN24,40.72767037,-74.00279588
33854,215351,15,Good,,10466,Bronx,12,Woodlawn-Wakefield,BX62,40.8953133,-73.84943069
33855,235207,7,Good,1or2,11218,Brooklyn,40,Flatbush,BK42,40.64167762,-73.96915988
33856,206495,28,Good,1or2,11370,Queens,22,Steinway,QN72,40.76682286,-73.89482337
33857,236479,22,Good,,11215,Brooklyn,38,Windsor Terrace,BK40,40.6593494,-73.98398282
33858,229525,27,Good,,11375,Queens,29,Forest Hills,QN17,40.70871493,-73.85225295
33859,228374,32,Good,,11364,Queens,23,Oakland Gardens,QN42,40.74452304,-73.75454991
33860,230161,5,Good,,10301,Staten Island,49,New Brighton-Silver Lake,SI35,40.6327418,-74.09673387
33861,221373,26,Good,,11373,Queens,25,Elmhurst,QN29,40.73519418,-73.87649176
33862,231567,38,Good,,11369,Queens,21,East Elmhurst,QN27,40.7683844,-73.87277894
33864,229759,21,Fair,,11426,Queens,23,Bellerose,QN43,40.73088339,-73.73253885
33866,231384,15,Good,,10312,Staten Island,51,Arden Heights,SI48,40.55063004,-74.18336684
33869,233790,18,Good,,10312,Staten Island,51,Arden Heights,SI48,40.55978418,-74.17607285
33899,229758,21,Good,,11426,Queens,23,Bellerose,QN43,40.73088781,-73.73265669
33900,206492,28,Good,,11370,Queens,22,Steinway,QN72,40.76682131,-73.89425659
33901,214841,13,Fair,,11373,Queens,25,Elmhurst,QN29,40.73312335,-73.87464219
33902,215143,22,Good,,10306,Staten Island,51,Oakwood-Oakwood Beach,SI25,40.56037561,-74.13078876
33903,215148,36,Good,,10306,Staten Island,51,Oakwood-Oakwood Beach,SI25,40.55985042,-74.13026347
33904,212408,12,Good,,10032,Manhattan,7,Hamilton Heights,MN04,40.83165522,-73.94659484
33906,234897,20,Good,1or2,10461,Bronx,13,Schuylerville-Throgs Neck-Edgewater Park,BX52,40.843055,-73.82804057
33909,235270,26,Good,,11412,Queens,27,Hollis,QN07,40.70694705,-73.75936433
33910,247597,8,Good,3or4,10026,Manhattan,9,Central Harlem South,MN11,40.80603376,-73.95503307
33912,206493,26,Good,,11370,Queens,22,Steinway,QN72,40.76682172,-73.8944046
33913,212795,12,Good,,11375,Queens,29,Forest Hills,QN17,40.70908128,-73.8483358
33915,221626,15,Good,,11222,Brooklyn,33,Greenpoint,BK76,40.72505127,-73.94856807
33916,233240,24,Good,,10461,Bronx,13,Pelham Parkway,BX49,40.85722182,-73.85225593
33917,234519,22,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.67522235,-73.97817415
33919,219161,15,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66412345,-73.97748578
33921,219079,2,Good,1or2,11373,Queens,25,Elmhurst,QN29,40.73436801,-73.86654386
33922,236452,7,Fair,,10023,Manhattan,6,Lincoln Square,MN14,40.77200733,-73.97987223
33925,228364,37,Good,,11364,Queens,23,Oakland Gardens,QN42,40.74335144,-73.75400905
33926,228381,29,Good,,11364,Queens,23,Oakland Gardens,QN42,40.74536497,-73.75493859
33927,210416,25,Good,,11213,Brooklyn,36,Crown Heights North,BK61,40.67572117,-73.92980255
33929,238428,25,Good,,11217,Brooklyn,33,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,40.68627652,-73.98743331
33930,233680,30,Good,,11229,Brooklyn,46,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,40.60077793,-73.93230946
33932,211420,6,Good,,10306,Staten Island,50,Oakwood-Oakwood Beach,SI25,40.55930898,-74.1175855
33934,197415,13,Good,1or2,10461,Bronx,13,Schuylerville-Throgs Neck-Edgewater Park,BX52,40.83878215,-73.83104169
33939,233239,37,Good,,10461,Bronx,13,Pelham Parkway,BX49,40.85721344,-73.85235582
33940,229776,5,Fair,,10301,Staten Island,49,New Brighton-Silver Lake,SI35,40.63182995,-74.09690408
33943,219648,13,Good,,11373,Queens,25,Elmhurst,QN29,40.73434632,-73.8660443
33944,219180,25,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66433756,-73.98049168
33945,236481,24,Good,1or2,11215,Brooklyn,38,Windsor Terrace,BK40,40.65922908,-73.98378242
33946,236496,17,Good,,11215,Brooklyn,38,Windsor Terrace,BK40,40.65845419,-73.98249176
33949,238083,34,Good,,11366,Queens,23,Fresh Meadows-Utopia,QN41,40.73364512,-73.77363411
33951,221611,18,Good,1or2,11432,Queens,24,Jamaica Estates-Holliswood,QN06,40.72313923,-73.78839222
33953,235122,24,Good,,11414,Queens,32,Lindenwood-Howard Beach,QN57,40.65598109,-73.83430927
33954,232246,8,Fair,,10009,Manhattan,2,East Village,MN22,40.73046854,-73.98071905
33955,204895,3,Good,3or4,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66253728,-73.98532193
33956,232014,15,Good,1or2,10026,Manhattan,9,Central Harlem South,MN11,40.80469154,-73.95627336
33959,234754,17,Fair,,10461,Bronx,13,Schuylerville-Throgs Neck-Edgewater Park,BX52,40.84288184,-73.82630848
33960,234518,21,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.67508585,-73.97826775
33962,238898,3,Good,1or2,11372,Queens,25,Jackson Heights,QN28,40.7550245,-73.87345296
33963,219512,2,Fair,,11372,Queens,21,Jackson Heights,QN28,40.74907682,-73.8756007
33967,212721,15,Good,,11360,Queens,19,Bayside-Bayside Hills,QN46,40.77559373,-73.77989157
33969,199468,3,Good,,11222,Brooklyn,33,Greenpoint,BK76,40.73428254,-73.95251188
33972,212404,14,Good,,10032,Manhattan,7,Hamilton Heights,MN04,40.83182675,-73.9465088
33973,238662,3,Good,1or2,11218,Brooklyn,39,Windsor Terrace,BK40,40.65712179,-73.9763735
33974,219524,13,Good,1or2,11385,Queens,30,Ridgewood,QN20,40.71007241,-73.90014822
33975,171777,23,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66953314,-73.98611191
33976,234517,21,Fair,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.67496492,-73.97835067
34001,212242,15,Good,,10312,Staten Island,51,Arden Heights,SI48,40.54704437,-74.18546063
34002,235070,25,Fair,,11218,Brooklyn,40,Flatbush,BK42,40.63687867,-73.9679691
34017,219650,2,Good,1or2,11373,Queens,25,Elmhurst,QN29,40.73427193,-73.86629315
34018,220888,5,Good,1or2,11225,Brooklyn,35,Crown Heights South,BK63,40.66670684,-73.9536492
34019,243282,12,Fair,,11361,Queens,19,Bayside-Bayside Hills,QN46,40.75985038,-73.77160215
34020,235443,26,Fair,1or2,11375,Queens,29,Forest Hills,QN17,40.7186135,-73.85378947
34021,246473,8,Good,,10308,Staten Island,51,Great Kills,SI54,40.554794,-74.14710019
34022,237564,12,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.7849365,-73.98234569
34056,236449,3,Good,4orMore,10023,Manhattan,6,Lincoln Square,MN14,40.77185153,-73.97950039
34057,236451,4,Fair,4orMore,10023,Manhattan,6,Lincoln Square,MN14,40.77194772,-73.97972995
34058,236460,8,Fair,,10023,Manhattan,6,Lincoln Square,MN14,40.77232317,-73.98062604
34059,194537,9,Good,,11219,Brooklyn,44,Borough Park,BK88,40.63693701,-73.99023292
34060,219680,8,Good,,11373,Queens,25,Elmhurst,QN29,40.73448753,-73.86515525
34061,240770,9,Good,,11217,Brooklyn,33,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,40.68411731,-73.97982105
34081,232013,15,Good,1or2,10026,Manhattan,9,Central Harlem South,MN11,40.80477139,-73.95646291
34082,188786,17,Good,1or2,11374,Queens,29,Forest Hills,QN17,40.73023639,-73.85624964
34083,222017,17,Good,,10024,Manhattan,6,Upper West Side,MN12,40.78213132,-73.97818144
34085,233242,32,Good,,10461,Bronx,13,Pelham Parkway,BX49,40.85723792,-73.85206406
34086,227826,16,Good,,11418,Queens,32,Richmond Hill,QN54,40.69130169,-73.8435816
34093,234870,11,Fair,,11414,Queens,32,Lindenwood-Howard Beach,QN57,40.65522453,-73.83316799
34094,217715,19,Good,,11222,Brooklyn,33,Greenpoint,BK76,40.72324232,-73.94132347
34095,200778,8,Good,,11106,Queens,26,Astoria,QN70,40.76241995,-73.93421483
34096,214709,8,Fair,,10025,Manhattan,7,Morningside Heights,MN09,40.80627157,-73.96493688
34097,212244,11,Good,,10312,Staten Island,51,Arden Heights,SI48,40.54698047,-74.18551529
34137,235268,27,Fair,,11412,Queens,27,Hollis,QN07,40.7070006,-73.75913843
34138,212522,3,Good,,10032,Manhattan,10,Washington Heights South,MN36,40.84127687,-73.9363877
34140,214711,13,Fair,,10025,Manhattan,7,Morningside Heights,MN09,40.80644846,-73.96480552
34141,212439,20,Good,,11375,Queens,29,Forest Hills,QN17,40.70806112,-73.85129544
34142,238526,4,Good,1or2,11104,Queens,26,Hunters Point-Sunnyside-West Maspeth,QN31,40.74940498,-73.91739965
34143,240233,21,Good,3or4,11217,Brooklyn,33,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,40.6865626,-73.98415999
34144,211353,22,Good,1or2,11238,Brooklyn,35,Clinton Hill,BK69,40.6839761,-73.96594232
34145,240247,24,Good,,11231,Brooklyn,39,Carroll Gardens-Columbia Street-Red Hook,BK33,40.67828123,-73.9927834
34153,232015,17,Good,1or2,10026,Manhattan,9,Central Harlem South,MN11,40.80458781,-73.95609793
34154,212414,3,Good,,10032,Manhattan,7,Hamilton Heights,MN04,40.83153471,-73.94672213
34156,219364,24,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66653656,-73.9786609
34158,233238,35,Good,,10461,Bronx,13,Pelham Parkway,BX49,40.85719698,-73.85255201
34161,217660,3,Good,1or2,10025,Manhattan,6,Upper West Side,MN12,40.79753138,-73.9727576
34162,194549,2,Good,,11370,Queens,25,Jackson Heights,QN28,40.75775142,-73.88677993
34163,225433,2,Good,,11361,Queens,19,Bayside-Bayside Hills,QN46,40.76644646,-73.76553933
34179,212752,8,Good,,10032,Manhattan,10,Washington Heights South,MN36,40.84311152,-73.93879084
34180,214331,39,Good,,10306,Staten Island,50,Oakwood-Oakwood Beach,SI25,40.56286384,-74.1260124
34181,243143,9,Good,,10308,Staten Island,51,Great Kills,SI54,40.56388022,-74.1482183
34187,234869,16,Good,,11414,Queens,32,Lindenwood-Howard Beach,QN57,40.65531893,-73.83319139
34188,217714,18,Good,,11222,Brooklyn,33,Greenpoint,BK76,40.72315244,-73.94130874
34190,238899,29,Good,,11372,Queens,25,Jackson Heights,QN28,40.7550401,-73.87330276
34194,214840,13,Fair,,11373,Queens,25,Elmhurst,QN29,40.73307372,-73.87457884
34195,198464,11,Good,1or2,10016,Manhattan,2,Murray Hill-Kips Bay,MN20,40.74491003,-73.98033359
34197,240301,22,Good,,10306,Staten Island,50,New Dorp-Midland Beach,SI45,40.581467,-74.10201717
34198,212411,9,Good,,10032,Manhattan,7,Hamilton Heights,MN04,40.83157506,-73.9466534
34201,217605,16,Good,3or4,11218,Brooklyn,39,Windsor Terrace,BK40,40.65092384,-73.97876847
34202,234871,11,Fair,,11414,Queens,32,Lindenwood-Howard Beach,QN57,40.6551571,-73.83315127
34219,198475,2,Good,1or2,11355,Queens,20,Flushing,QN22,40.75359464,-73.82938129
34220,221624,12,Good,,11222,Brooklyn,33,Greenpoint,BK76,40.72526403,-73.94869036
34222,219365,21,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66671736,-73.97851033
34223,217710,4,Fair,,11222,Brooklyn,33,Greenpoint,BK76,40.72248043,-73.94120983
34229,244427,11,Good,,11230,Brooklyn,45,Flatbush,BK42,40.63418995,-73.95812867
34232,240198,8,Fair,1or2,10022,Manhattan,4,Turtle Bay-East Midtown,MN19,40.75600405,-73.96559718
34233,233095,23,Good,,10461,Bronx,13,Pelham Parkway,BX49,40.85739686,-73.8502515
34234,234950,6,Good,,11215,Brooklyn,38,Park Slope-Gowanus,BK37,40.66093217,-73.99036638
34236,232527,4,Good,3or4,10466,Bronx,12,Woodlawn-Wakefield,BX62,40.89718147,-73.84728741
34244,217662,4,Good,3or4,10025,Manhattan,6,Upper West Side,MN12,40.79761553,-73.9729572
34245,241996,32,Good,,11201,Brooklyn,33,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,40.68525224,-73.98892488
34246,211312,29,Good,,10466,Bronx,12,Woodlawn-Wakefield,BX62,40.90220091,-73.8434628
34249,243283,13,Fair,,11361,Queens,19,Bayside-Bayside Hills,QN46,40.75982794,-73.77168933
34251,236495,17,Good,,11215,Brooklyn,38,Windsor Terrace,BK40,40.65852284,-73.98260611
34269,228754,31,Good,1or2,11427,Queens,23,Bellerose,QN43,40.73121114,-73.73375979
34270,214707,7,Fair,,10025,Manhattan,7,Morningside Heights,MN09,40.80615922,-73.96502032
34271,220766,12,Good,,11225,Brooklyn,35,Crown Heights South,BK63,40.66799474,-73.95038774
34283,233739,14,Good,,10312,Staten Island,51,Arden Heights,SI48,40.56036911,-74.17616723
34284,228406,10,Good,3or4,10065,Manhattan,5,Lenox Hill-Roosevelt Island,MN31,40.7660304,-73.9596228
34625,241902,18,Good,,11238,Brooklyn,35,Crown Heights North,BK61,40.67527325,-73.95722815
35196,219679,11,Good,,11373,Queens,25,Elmhurst,QN29,40.73443676,-73.86532636
35302,218666,19,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.66723044,-73.97715377
35307,199957,24,Good,,11229,Brooklyn,46,Madison,BK44,40.60881452,-73.93797684
35308,221967,17,Good,1or2,11205,Brooklyn,35,Clinton Hill,BK69,40.6900865,-73.96828438
35309,222253,17,Good,1or2,10028,Manhattan,5,Yorkville,MN32,40.7747285,-73.95109414
35310,205423,3,Good,,10305,Staten Island,50,Old Town-Dongan Hills-South Beach,SI36,40.58287709,-74.09573828
35311,203076,7,Good,1or2,11361,Queens,19,Bayside-Bayside Hills,QN46,40.76185121,-73.78013179
35313,196556,4,Fair,1or2,10002,Manhattan,1,Chinatown,MN27,40.71162518,-73.99224313
35314,222485,28,Good,,11230,Brooklyn,40,Flatbush,BK42,40.63404114,-73.96330167
35315,225286,22,Fair,,11427,Queens,23,Bellerose,QN43,40.73316593,-73.73576013
35316,224014,6,Good,,11426,Queens,23,Bellerose,QN43,40.73191865,-73.71804221
35318,214072,10,Good,,11373,Queens,25,Elmhurst,QN29,40.73693878,-73.87959344
35319,224868,13,Good,,10312,Staten Island,51,Annadale-Huguenot-Prince's Bay-Eltingville,SI01,40.53886123,-74.16280083
35324,196692,4,Good,1or2,10002,Manhattan,1,Chinatown,MN27,40.71198932,-73.99238861
35406,235072,4,Poor,,11218,Brooklyn,40,Flatbush,BK42,40.63706732,-73.96802405
35407,220891,4,Good,1or2,11225,Brooklyn,35,Crown Heights South,BK63,40.66697953,-73.95362361
35421,211372,26,Good,,11105,Queens,22,Steinway,QN72,40.77761032,-73.91320775
35422,219262,13,Good,1or2,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.67115916,-73.9730382
35425,226071,25,Good,,11427,Queens,23,Bellerose,QN43,40.7330828,-73.74094295
35426,212535,29,Good,1or2,11105,Queens,22,Steinway,QN72,40.77547285,-73.91581892
35428,239175,6,Good,,11211,Brooklyn,34,East Williamsburg,BK90,40.71759694,-73.94274148
35430,217717,37,Good,,10307,Staten Island,51,Charleston-Richmond Valley-Tottenville,SI11,40.49850958,-74.24131709
35431,246102,6,Good,,11427,Queens,23,Queens Village,QN34,40.72494745,-73.75304173
