,tree_id,tree_dbh,health,steward,postcode,borough,cncldist,nta_name,nta,latitude,longitude
607297,125560,23,Good,1or2,10035,Manhattan,8,East Harlem North,MN34,40.7999497,-73.94085644
607298,111522,12,Good,,10001,Manhattan,3,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,40.75011292,-74.00033732
607299,113792,20,Fair,,11354,Queens,20,Flushing,QN22,40.76946854,-73.82978129
607300,103766,10,Good,,11209,Brooklyn,43,Bay Ridge,BK31,40.63367111,-74.03701856
607301,97699,12,Good,,10033,Manhattan,10,Washington Heights North,MN35,40.85577004,-73.93820297
607302,104700,12,Good,,10039,Manhattan,9,Hamilton Heights,MN04,40.8263646,-73.94071515
607304,115332,18,Good,,10465,Bronx,13,Pelham Bay-Country Club-City Island,BX10,40.83794126,-73.8197298
607305,116936,16,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.78814501,-73.97220695
607306,101277,12,Good,,11433,Queens,27,St. Albans,QN08,40.69454501,-73.77577847
607327,111570,20,Good,,83,Manhattan,6,Upper West Side,MN12,40.78857207,-73.96679865
607352,107216,24,Good,,10312,Staten Island,51,Great Kills,SI54,40.55008121,-74.16735392
607353,104358,22,Good,,11434,Queens,28,Springfield Gardens North,QN02,40.67446213,-73.76511842
607354,115589,18,Good,,10039,Manhattan,9,Central Harlem North-Polo Grounds,MN03,40.82554905,-73.93595394
607355,113786,25,Good,,11354,Queens,20,Flushing,QN22,40.76963187,-73.82884827
607356,107233,9,Good,,11231,Brooklyn,39,Carroll Gardens-Columbia Street-Red Hook,BK33,40.679601,-73.99536237
607358,114171,15,Fair,,10314,Staten Island,51,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.58721908,-74.16800261
607359,73324,4,Good,,11372,Queens,25,Jackson Heights,QN28,40.75331731,-73.89626628
607361,104359,19,Good,,11434,Queens,28,Springfield Gardens North,QN02,40.67437457,-73.76497404
607362,104360,19,Good,,11434,Queens,28,Springfield Gardens North,QN02,40.67408523,-73.76449691
607363,106700,22,Fair,,10027,Manhattan,9,Manhattanville,MN06,40.81597899,-73.94865974
607364,93964,2,Fair,,11372,Queens,25,Jackson Heights,QN28,40.75263637,-73.87530116
607365,119636,16,Good,1or2,11385,Queens,30,Ridgewood,QN20,40.70664352,-73.90195954
607366,107185,11,Fair,3or4,10065,Manhattan,5,Lenox Hill-Roosevelt Island,MN31,40.76229925,-73.96296824
607367,115388,15,Good,,10465,Bronx,13,Pelham Bay-Country Club-City Island,BX10,40.84128344,-73.82343053
607369,125502,15,Good,,10035,Manhattan,8,East Harlem North,MN34,40.79947538,-73.9411165
607370,114169,18,Fair,,10314,Staten Island,51,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.58736798,-74.16796041
607371,114170,12,Poor,,10314,Staten Island,51,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.58729957,-74.1679798
607373,104909,4,Good,1or2,10031,Manhattan,9,Hamilton Heights,MN04,40.82722432,-73.9413115
607374,93546,4,Good,1or2,10029,Manhattan,4,East Harlem South,MN33,40.78780373,-73.95186362
607416,93544,4,Good,1or2,10029,Manhattan,4,East Harlem South,MN33,40.78768018,-73.95195471
607417,100614,31,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72557798,-73.82842744
607418,124750,18,Fair,,10306,Staten Island,51,Great Kills,SI54,40.55374371,-74.13769827
607419,113985,26,Good,,10467,Bronx,15,Williamsbridge-Olinville,BX44,40.87280363,-73.86593637
607421,75999,15,Good,1or2,11233,Brooklyn,36,Crown Heights North,BK61,40.68224799,-73.92901217
607422,82951,17,Fair,,11214,Brooklyn,47,Gravesend,BK26,40.59195996,-73.98633097
607423,94398,24,Fair,,11372,Queens,21,Jackson Heights,QN28,40.75079298,-73.87370605
607424,124231,21,Good,,11235,Brooklyn,48,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,40.58006308,-73.93713618
607427,104723,7,Good,1or2,10039,Manhattan,9,Hamilton Heights,MN04,40.82927653,-73.93890957
607452,114163,18,Poor,,10314,Staten Island,51,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.58778945,-74.1678394
607454,114167,16,Good,,10314,Staten Island,51,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.58750366,-74.16792154
607455,128071,20,Good,1or2,11233,Brooklyn,36,Stuyvesant Heights,BK35,40.68343468,-73.93610016
607457,112159,27,Good,,10470,Bronx,11,Woodlawn-Wakefield,BX62,40.8970232,-73.86632716
607458,89965,19,Good,,11230,Brooklyn,44,Flatbush,BK42,40.62680475,-73.97119561
607459,104746,9,Good,1or2,11201,Brooklyn,33,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,40.69930681,-73.98992696
607461,125670,11,Good,,10029,Manhattan,8,East Harlem South,MN33,40.7918833,-73.95130098
607482,114165,18,Fair,,10314,Staten Island,51,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.58765329,-74.16787867
607483,94309,3,Good,1or2,11372,Queens,21,Jackson Heights,QN28,40.75073302,-73.87426831
607484,93543,5,Good,1or2,10029,Manhattan,4,East Harlem South,MN33,40.78762104,-73.95199832
607488,104712,21,Good,,10039,Manhattan,9,Hamilton Heights,MN04,40.82792158,-73.93957883
607489,115333,16,Good,,10465,Bronx,13,Pelham Bay-Country Club-City Island,BX10,40.83794167,-73.81964957
607490,115812,4,Good,3or4,10011,Manhattan,3,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,40.7469219,-74.00257983
607491,125672,5,Good,,10029,Manhattan,8,East Harlem South,MN33,40.79207972,-73.95176512
607519,119295,29,Good,,11370,Queens,25,Jackson Heights,QN28,40.75679956,-73.89478202
607520,113647,16,Good,1or2,11101,Queens,26,Astoria,QN70,40.75570097,-73.92349489
607522,115328,15,Good,,10465,Bronx,13,Pelham Bay-Country Club-City Island,BX10,40.83794437,-73.82038505
607523,117300,38,Good,,11365,Queens,24,Pomonok-Flushing Heights-Hillcrest,QN38,40.73472411,-73.79776588
607532,114010,18,Good,,10467,Bronx,15,Williamsbridge-Olinville,BX44,40.87338791,-73.86547476
607533,111572,32,Good,,83,Manhattan,6,Upper West Side,MN12,40.78879471,-73.96663585
607534,36834,2,Good,1or2,11237,Brooklyn,37,Bushwick North,BK77,40.69991578,-73.92042575
607536,117990,3,Good,,11211,Brooklyn,33,Williamsburg,BK72,40.70676556,-73.96017911
607546,94224,24,Good,,11372,Queens,25,Jackson Heights,QN28,40.75061187,-73.87661104
607547,124238,21,Good,,11235,Brooklyn,48,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,40.57885315,-73.93707834
607548,124240,13,Good,,11235,Brooklyn,48,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,40.57865346,-73.93706879
607549,125393,5,Good,1or2,10035,Manhattan,8,East Harlem North,MN34,40.79788057,-73.93963597
607550,104718,6,Good,1or2,10039,Manhattan,9,Hamilton Heights,MN04,40.82856955,-73.93920922
607551,104720,21,Good,1or2,10039,Manhattan,9,Hamilton Heights,MN04,40.82881514,-73.93910513
607552,114042,5,Good,,11218,Brooklyn,40,Kensington-Ocean Parkway,BK41,40.63892468,-73.97003937
607553,124223,14,Good,,10308,Staten Island,51,Great Kills,SI54,40.55069817,-74.14277285
607554,114110,11,Good,,10314,Staten Island,51,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.57915663,-74.16927478
607555,114112,10,Good,,10314,Staten Island,51,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.57899919,-74.16929732
607576,111317,18,Good,,83,Manhattan,6,Upper West Side,MN12,40.78570093,-73.96889428
607577,107941,5,Good,,10001,Manhattan,3,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,40.74857058,-73.99996017
607578,114164,13,Poor,,10314,Staten Island,51,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.58772165,-74.16785907
607580,99456,38,Good,4orMore,11365,Queens,24,Pomonok-Flushing Heights-Hillcrest,QN38,40.73476329,-73.79873366
607582,102457,14,Good,3or4,10009,Manhattan,2,East Village,MN22,40.72863271,-73.98397974
607583,124149,29,Good,,11218,Brooklyn,40,Flatbush,BK42,40.6463963,-73.96841736
607585,109614,23,Good,,11206,Brooklyn,36,Bedford,BK75,40.69697325,-73.94669605
607586,94038,9,Good,,11372,Queens,25,Jackson Heights,QN28,40.75476121,-73.87594908
607587,94040,12,Good,,11372,Queens,25,Jackson Heights,QN28,40.75471693,-73.87636225
607588,109265,29,Good,,11221,Brooklyn,36,Stuyvesant Heights,BK35,40.68437067,-73.94099273
607599,102294,16,Good,,10306,Staten Island,50,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.57653736,-74.1302274
607600,102296,15,Good,,10306,Staten Island,50,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.57659972,-74.13003922
607601,108880,3,Fair,1or2,11201,Brooklyn,33,Brooklyn Heights-Cobble Hill,BK09,40.70100324,-73.99275719
607603,48048,14,Good,,11232,Brooklyn,38,Sunset Park West,BK32,40.65228924,-74.0062995
607604,116934,14,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.78823786,-73.9724266
607605,128198,19,Good,,11427,Queens,23,Oakland Gardens,QN42,40.7302255,-73.75626509
607607,89843,16,Good,1or2,10023,Manhattan,6,Upper West Side,MN12,40.78123558,-73.98195269
607626,125399,11,Good,1or2,10035,Manhattan,8,East Harlem North,MN34,40.79756089,-73.93887642
607628,110173,8,Good,1or2,11238,Brooklyn,35,Bedford,BK75,40.68833958,-73.95860316
607640,116940,11,Good,,10024,Manhattan,6,Upper West Side,MN12,40.78796677,-73.97178532
607641,125671,15,Good,,10029,Manhattan,8,East Harlem South,MN33,40.7919737,-73.95151459
607642,128197,13,Good,,11427,Queens,23,Oakland Gardens,QN42,40.73029003,-73.75629574
607643,101482,23,Good,,10039,Manhattan,9,Central Harlem North-Polo Grounds,MN03,40.8266106,-73.93765501
607644,98395,15,Good,3or4,10075,Manhattan,5,Lenox Hill-Roosevelt Island,MN31,40.77131842,-73.95424164
607645,124317,21,Good,,11427,Queens,23,Bellerose,QN43,40.73105166,-73.74596383
607646,104715,16,Good,1or2,10039,Manhattan,9,Hamilton Heights,MN04,40.82824688,-73.93934598
607647,107305,16,Good,,10305,Staten Island,50,Old Town-Dongan Hills-South Beach,SI36,40.58323486,-74.0929879
607648,114207,15,Good,,10031,Manhattan,7,Hamilton Heights,MN04,40.82470426,-73.95166695
607652,109308,2,Good,1or2,11216,Brooklyn,36,Bedford,BK75,40.68700608,-73.95064973
607653,115251,18,Good,,10465,Bronx,13,Pelham Bay-Country Club-City Island,BX10,40.8383788,-73.82104431
607654,116932,11,Good,,10024,Manhattan,6,Upper West Side,MN12,40.78831138,-73.97260049
607655,111573,19,Good,,83,Manhattan,6,Upper West Side,MN12,40.78892234,-73.96654252
607692,114166,14,Poor,,10314,Staten Island,51,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.5875715,-74.1679021
607694,111515,8,Fair,,10001,Manhattan,3,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,40.75054993,-74.00137726
607697,109861,29,Good,,11374,Queens,29,Rego Park,QN18,40.72834472,-73.86472944
607698,100612,19,Good,,11367,Queens,24,Kew Gardens Hills,QN37,40.72577709,-73.82919202
607701,86808,12,Good,,11364,Queens,23,Oakland Gardens,QN42,40.75518801,-73.74818804
607702,115327,12,Good,,10465,Bronx,13,Pelham Bay-Country Club-City Island,BX10,40.83795742,-73.82046875
607703,116938,18,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.78805135,-73.9719854
607707,89970,14,Fair,,11230,Brooklyn,44,Flatbush,BK42,40.62722245,-73.97127586
607708,101516,6,Good,,11211,Brooklyn,33,North Side-South Side,BK73,40.7171298,-73.95839094
607709,75997,15,Good,1or2,11233,Brooklyn,36,Crown Heights North,BK61,40.68246764,-73.92905741
607710,75998,19,Good,3or4,11233,Brooklyn,36,Crown Heights North,BK61,40.68235592,-73.9290344
607711,111580,3,Good,3or4,83,Manhattan,6,Upper West Side,MN12,40.78960109,-73.96600693
607713,98394,11,Good,3or4,10075,Manhattan,5,Lenox Hill-Roosevelt Island,MN31,40.77124313,-73.9540629
607714,124229,19,Fair,,11235,Brooklyn,48,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,40.58029102,-73.93714707
607715,124230,17,Fair,,11235,Brooklyn,48,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,40.58017308,-73.93714144
607716,113301,2,Good,1or2,11218,Brooklyn,39,Borough Park,BK88,40.63576596,-73.97925315
607717,107399,7,Good,1or2,10014,Manhattan,3,West Village,MN23,40.73726695,-74.0065555
607732,125431,12,Good,1or2,10035,Manhattan,8,East Harlem North,MN34,40.7974826,-73.93754911
607733,114006,19,Good,,10467,Bronx,15,Williamsbridge-Olinville,BX44,40.87337942,-73.86600153
607734,114008,23,Good,,10467,Bronx,15,Williamsbridge-Olinville,BX44,40.87344064,-73.86576615
607735,97630,15,Good,,10033,Manhattan,10,Washington Heights North,MN35,40.85244424,-73.93590585
607736,107179,5,Fair,,10065,Manhattan,5,Lenox Hill-Roosevelt Island,MN31,40.76156642,-73.96260828
607737,117941,3,Fair,,10314,Staten Island,51,New Springville-Bloomfield-Travis,SI05,40.58355498,-74.16888499
607740,107413,12,Good,1or2,10305,Staten Island,50,Old Town-Dongan Hills-South Beach,SI36,40.58293851,-74.09288452
608022,110931,16,Good,,11238,Brooklyn,35,Clinton Hill,BK69,40.68795635,-73.96192032
608080,86811,16,Good,,11364,Queens,23,Oakland Gardens,QN42,40.75477124,-73.74801551
608081,86812,18,Good,,11364,Queens,23,Oakland Gardens,QN42,40.7546329,-73.7479587
608083,97940,4,Good,1or2,11356,Queens,19,College Point,QN23,40.79164362,-73.84386486
608084,78806,6,Good,1or2,11231,Brooklyn,39,Carroll Gardens-Columbia Street-Red Hook,BK33,40.67862992,-73.99596417
608085,101483,3,Good,,10039,Manhattan,9,Central Harlem North-Polo Grounds,MN03,40.82677597,-73.93731644
608086,119250,3,Good,3or4,83,Manhattan,6,Upper West Side,MN12,40.78478611,-73.96955826
608087,114002,15,Good,,10467,Bronx,15,Williamsbridge-Olinville,BX44,40.87302842,-73.86613423
608088,108304,23,Good,3or4,11370,Queens,25,Jackson Heights,QN28,40.75591151,-73.88360015
608107,105676,16,Good,,11433,Queens,27,St. Albans,QN08,40.69319328,-73.7798736
608108,99635,2,Good,1or2,10027,Manhattan,9,Manhattanville,MN06,40.81550707,-73.94995464
608109,99642,9,Fair,1or2,10027,Manhattan,9,Manhattanville,MN06,40.81635439,-73.94988796
608110,102725,7,Good,1or2,10306,Staten Island,50,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.57818818,-74.12369669
608111,92472,4,Poor,1or2,10308,Staten Island,51,Great Kills,SI54,40.55072532,-74.1532776
608112,107680,31,Fair,,83,Manhattan,6,Upper West Side,MN12,40.77978612,-73.97320374
608115,92733,13,Fair,,10308,Staten Island,51,Great Kills,SI54,40.55360528,-74.15301125
608117,38381,3,Fair,,11368,Queens,21,North Corona,QN26,40.75379421,-73.85557581
608118,71941,2,Good,3or4,10029,Manhattan,8,East Harlem South,MN33,40.79504971,-73.94534111
608119,109670,3,Poor,,11206,Brooklyn,36,Bedford,BK75,40.69527133,-73.95086734
608120,92097,3,Fair,,10027,Manhattan,9,Central Harlem South,MN11,40.80761132,-73.94952939
608121,100092,4,Fair,,11206,Brooklyn,34,Bushwick South,BK78,40.70560767,-73.93394969
608122,75703,7,Good,1or2,11207,Brooklyn,37,Bushwick North,BK77,40.69303706,-73.90912496
608123,97777,20,Good,,10040,Manhattan,10,Washington Heights North,MN35,40.85892187,-73.93248256
608800,107005,7,Good,,11432,Queens,24,Jamaica Estates-Holliswood,QN06,40.71637616,-73.78713667
608801,107855,7,Good,,11361,Queens,19,Bayside-Bayside Hills,QN46,40.76797341,-73.78323192
608802,98520,5,Good,,11004,Queens,23,Glen Oaks-Floral Park-New Hyde Park,QN44,40.75151554,-73.7187172
608829,92304,6,Good,3or4,11201,Brooklyn,33,Brooklyn Heights-Cobble Hill,BK09,40.69787262,-73.99551494
608832,110738,5,Good,1or2,11238,Brooklyn,35,Clinton Hill,BK69,40.68511429,-73.96056791
608833,109184,26,Good,,11221,Brooklyn,36,Bedford,BK75,40.68911038,-73.94224112
608834,93994,9,Good,,11372,Queens,25,Jackson Heights,QN28,40.75459903,-73.87591207
608835,98924,4,Fair,1or2,11004,Queens,23,Glen Oaks-Floral Park-New Hyde Park,QN44,40.74669072,-73.71286551
608836,108466,17,Poor,,11221,Brooklyn,36,Bedford,BK75,40.68624296,-73.94331087
608838,115436,8,Good,1or2,10028,Manhattan,5,Yorkville,MN32,40.77598528,-73.94924831
608839,118001,28,Good,,11365,Queens,24,Pomonok-Flushing Heights-Hillcrest,QN38,40.73448584,-73.79505379
608840,97334,4,Fair,,11364,Queens,23,Oakland Gardens,QN42,40.75698716,-73.76167867
608843,92560,15,Good,,11201,Brooklyn,33,Brooklyn Heights-Cobble Hill,BK09,40.694361,-73.99619339
608845,101151,9,Fair,,11249,Brooklyn,33,North Side-South Side,BK73,40.71951268,-73.95904861
608846,106567,8,Good,,10307,Staten Island,51,Charleston-Richmond Valley-Tottenville,SI11,40.50421955,-74.2519051
608847,125398,4,Good,3or4,10035,Manhattan,8,East Harlem North,MN34,40.797594,-73.93895509
608849,97057,2,Good,4orMore,11231,Brooklyn,39,Carroll Gardens-Columbia Street-Red Hook,BK33,40.6826648,-73.99939759
608850,128241,11,Good,,11427,Queens,23,Oakland Gardens,QN42,40.73020382,-73.75608101
608852,113366,4,Good,,10027,Manhattan,9,Central Harlem South,MN11,40.808157,-73.95422146
608931,110098,5,Good,1or2,11238,Brooklyn,35,Clinton Hill,BK69,40.68647674,-73.96077529
609247,48047,18,Good,,11232,Brooklyn,38,Sunset Park West,BK32,40.65221792,-74.00637513
609248,116933,7,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.78828736,-73.97254368
609249,116935,18,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.78817729,-73.97228332
609250,116937,15,Good,1or2,10024,Manhattan,6,Upper West Side,MN12,40.78810258,-73.97210659
609251,127950,12,Good,1or2,11221,Brooklyn,36,Stuyvesant Heights,BK35,40.68655544,-73.9328433
609252,94390,4,Good,,11372,Queens,21,Jackson Heights,QN28,40.75069031,-73.87337734
609253,115714,7,Poor,,11434,Queens,27,St. Albans,QN08,40.68946869,-73.77758464
609254,101157,8,Good,,11249,Brooklyn,33,North Side-South Side,BK73,40.71919468,-73.95853666
609256,124323,17,Good,,11427,Queens,23,Bellerose,QN43,40.73071115,-73.74539482
609258,112808,10,Good,,11426,Queens,23,Bellerose,QN43,40.73135343,-73.71314511
609394,118739,22,Fair,,10463,Bronx,10,Spuyten Duyvil-Kingsbridge,BX29,40.87385997,-73.90853066
609415,119226,15,Fair,1or2,10075,Manhattan,5,Yorkville,MN32,40.7727819,-73.95251161
609416,109766,5,Good,,11206,Brooklyn,36,Bedford,BK75,40.69569274,-73.94695314
609417,125642,24,Good,,11231,Brooklyn,38,Carroll Gardens-Columbia Street-Red Hook,BK33,40.67065737,-74.00373529
609418,119892,8,Good,,10454,Bronx,8,Mott Haven-Port Morris,BX39,40.80710986,-73.91374443
609419,113559,4,Good,,11218,Brooklyn,44,Borough Park,BK88,40.63299637,-73.9764452
611461,110606,2,Good,1or2,11238,Brooklyn,35,Bedford,BK75,40.68759412,-73.95761091
611462,94644,19,Good,,11369,Queens,25,Jackson Heights,QN28,40.7571318,-73.87817389
611463,82251,6,Good,,10455,Bronx,8,Mott Haven-Port Morris,BX39,40.8138744,-73.91327213
611542,110809,29,Good,1or2,11216,Brooklyn,36,Bedford,BK75,40.68347192,-73.9487961
611543,106716,27,Good,,10027,Manhattan,9,Manhattanville,MN06,40.81430501,-73.94962104
611650,115818,3,Fair,,10011,Manhattan,3,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,40.74669857,-74.0020502
611652,107412,9,Fair,1or2,10305,Staten Island,50,Old Town-Dongan Hills-South Beach,SI36,40.58286844,-74.09294655
611653,125703,4,Good,1or2,10035,Manhattan,8,East Harlem North,MN34,40.79970446,-73.94027835
611654,106862,19,Good,,10305,Staten Island,50,Old Town-Dongan Hills-South Beach,SI36,40.58536197,-74.09709936
611655,113364,4,Good,,10027,Manhattan,9,Central Harlem South,MN11,40.80809569,-73.9540762
611656,82880,10,Good,,11214,Brooklyn,47,Gravesend,BK26,40.59424288,-73.98583473
611657,107219,28,Good,,10312,Staten Island,51,Great Kills,SI54,40.54970545,-74.16727151
611658,103343,8,Good,1or2,10009,Manhattan,2,Lower East Side,MN28,40.72727341,-73.97889704
611660,111610,9,Good,,11415,Queens,29,Kew Gardens,QN60,40.7075045,-73.83318647
611661,117683,6,Good,,10314,Staten Island,51,New Springville-Bloomfield-Travis,SI05,40.57354127,-74.16994466
611697,109269,22,Good,1or2,11221,Brooklyn,36,Stuyvesant Heights,BK35,40.6844782,-73.94005212
611700,111350,30,Good,,83,Manhattan,6,Upper West Side,MN12,40.79196661,-73.96431341
611718,113365,6,Good,,10027,Manhattan,9,Central Harlem South,MN11,40.80812502,-73.95414567
611719,82882,28,Good,,11214,Brooklyn,47,Gravesend,BK26,40.59407319,-73.98555447
611720,82885,20,Fair,,11214,Brooklyn,47,Gravesend,BK26,40.59386166,-73.98520513
611721,105963,13,Good,,10040,Manhattan,10,Washington Heights North,MN35,40.85730212,-73.93620107
611722,113134,18,Fair,,10307,Staten Island,51,Charleston-Richmond Valley-Tottenville,SI11,40.50507215,-74.25026023
611724,105563,5,Good,1or2,10314,Staten Island,50,New Springville-Bloomfield-Travis,SI05,40.59346435,-74.1533569
611725,53101,25,Good,,11435,Queens,24,Briarwood-Jamaica Hills,QN35,40.70509958,-73.81581474
611726,72171,4,Fair,3or4,10029,Manhattan,8,East Harlem South,MN33,40.79158078,-73.94694742
611727,119248,27,Good,,83,Manhattan,6,Upper West Side,MN12,40.78506014,-73.96935956
611730,111513,11,Good,,10001,Manhattan,3,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,40.75064524,-74.00160408
611731,62696,11,Good,,11364,Queens,23,Oakland Gardens,QN42,40.73750538,-73.74261607
611732,104711,29,Good,,10039,Manhattan,9,Hamilton Heights,MN04,40.82781595,-73.93965592
611733,116943,5,Good,3or4,10024,Manhattan,6,Upper West Side,MN12,40.78783548,-73.97147478
611734,101486,17,Good,,10039,Manhattan,9,Central Harlem North-Polo Grounds,MN03,40.82697058,-73.93691799
611735,114003,20,Good,,10467,Bronx,15,Williamsbridge-Olinville,BX44,40.87313545,-73.86614462
611736,111577,3,Good,3or4,83,Manhattan,6,Upper West Side,MN12,40.78942807,-73.9661727
611737,94397,25,Fair,,11372,Queens,21,Jackson Heights,QN28,40.75082153,-73.87343434
611738,40300,6,Good,3or4,10128,Manhattan,5,Upper East Side-Carnegie Hill,MN40,40.78494802,-73.95100033
611739,124314,21,Good,1or2,11427,Queens,23,Bellerose,QN43,40.73123038,-73.74619629
611803,125423,6,Good,1or2,10029,Manhattan,9,East Harlem South,MN33,40.7963369,-73.94792362
611804,107224,22,Good,,10312,Staten Island,51,Great Kills,SI54,40.54872382,-74.16705621
611806,99026,18,Good,,10463,Bronx,11,Spuyten Duyvil-Kingsbridge,BX29,40.88292104,-73.90344027
611810,111597,22,Good,,83,Manhattan,6,Upper West Side,MN12,40.79126049,-73.96483269
611811,125098,9,Good,,10309,Staten Island,51,Charleston-Richmond Valley-Tottenville,SI11,40.50917895,-74.22403994
611812,125101,13,Good,,10309,Staten Island,51,Charleston-Richmond Valley-Tottenville,SI11,40.50941315,-74.22414289
611813,126569,21,Good,,11213,Brooklyn,36,Crown Heights North,BK61,40.67369161,-73.94464029
611846,126664,11,Good,1or2,10065,Manhattan,4,Upper East Side-Carnegie Hill,MN40,40.76909462,-73.96938741
611848,113428,13,Good,,10027,Manhattan,9,Central Harlem South,MN11,40.80901513,-73.95457211
611850,112721,19,Good,,11377,Queens,25,Jackson Heights,QN28,40.75597607,-73.89687349
611851,111592,30,Good,,83,Manhattan,6,Upper West Side,MN12,40.79075524,-73.96520217
611852,101857,14,Good,,11369,Queens,25,Jackson Heights,QN28,40.75671147,-73.87616401
611879,124355,42,Good,,10308,Staten Island,51,Great Kills,SI54,40.55261455,-74.14154187
611881,114610,16,Good,,10031,Manhattan,7,Hamilton Heights,MN04,40.82812884,-73.94924744
611883,117703,6,Good,,10314,Staten Island,51,New Springville-Bloomfield-Travis,SI05,40.57199342,-74.1699603
611884,117705,6,Good,,10314,Staten Island,51,New Springville-Bloomfield-Travis,SI05,40.57191029,-74.1699508
611900,104719,9,Good,1or2,10039,Manhattan,9,Hamilton Heights,MN04,40.8286845,-73.9391605
611903,119176,5,Good,1or2,10026,Manhattan,9,Central Harlem South,MN11,40.80425162,-73.94716395
611904,114209,7,Good,,10031,Manhattan,7,Hamilton Heights,MN04,40.82480214,-73.95159531
611905,125641,21,Good,,11231,Brooklyn,38,Carroll Gardens-Columbia Street-Red Hook,BK33,40.6707335,-74.0036991
611906,113360,8,Good,,10027,Manhattan,9,Central Harlem South,MN11,40.80775315,-73.95326465
611907,107076,10,Good,3or4,10027,Manhattan,9,Central Harlem South,MN11,40.80489693,-73.94648803
611909,106959,4,Good,1or2,11224,Brooklyn,47,Seagate-Coney Island,BK21,40.57641591,-73.987101
611910,105419,17,Good,,10314,Staten Island,51,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,40.58711281,-74.16208189
611912,100826,31,Good,,10314,Staten Island,50,New Springville-Bloomfield-Travis,SI05,40.59326818,-74.15474974
611913,107401,8,Good,1or2,10014,Manhattan,3,West Village,MN23,40.73709458,-74.00655467
611915,113368,15,Fair,,10310,Staten Island,49,West New Brighton-New Brighton-St. George,SI22,40.6387183,-74.11534169
611916,126118,6,Good,1or2,11205,Brooklyn,35,Fort Greene,BK68,40.69253767,-73.97363936
611917,124114,13,Poor,,10308,Staten Island,51,Great Kills,SI54,40.55088356,-74.14234019
611933,125704,3,Good,1or2,10035,Manhattan,8,East Harlem North,MN34,40.79967674,-73.94021268
611934,125706,4,Good,1or2,10035,Manhattan,8,East Harlem North,MN34,40.79962262,-73.94008449
611935,113363,10,Good,,10027,Manhattan,9,Central Harlem South,MN11,40.80794908,-73.95372884
611937,107188,6,Good,,11224,Brooklyn,47,Seagate-Coney Island,BK21,40.57544696,-73.99475631
611938,107220,16,Good,,10312,Staten Island,51,Great Kills,SI54,40.54954356,-74.167236
611939,98766,18,Good,,10463,Bronx,14,Van Cortlandt Village,BX28,40.87975558,-73.90164865
611940,126665,10,Good,1or2,10065,Manhattan,4,Upper East Side-Carnegie Hill,MN40,40.76903612,-73.96943029
611941,108260,25,Good,,11238,Brooklyn,35,Clinton Hill,BK69,40.68471478,-73.95752887
611942,114629,16,Good,,10031,Manhattan,7,Hamilton Heights,MN04,40.82764361,-73.94960253
611943,98770,4,Good,,10463,Bronx,11,Van Cortlandt Village,BX28,40.88043045,-73.9031926
611944,117420,14,Good,,11215,Brooklyn,39,Park Slope-Gowanus,BK37,40.67148864,-73.98115291
611946,123619,11,Good,,10011,Manhattan,3,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,40.7478725,-74.00656604
611947,123687,24,Good,,10458,Bronx,11,Norwood,BX43,40.86885551,-73.88076366
611948,98570,4,Good,,11364,Queens,23,Oakland Gardens,QN42,40.75654516,-73.74923978
